tweet_id,airline_sentiment,reason,airline,name,retweet_count,text,tweet_created
5.7024E+17,negative,Bad Flight,United,campilley,0,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",24/02/15 7:13
5.70236E+17,negative,Bad Flight,United,Evan_Flay,0,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,24/02/15 6:57
5.70225E+17,negative,Bad Flight,United,AurelAssan,0,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice",24/02/15 6:14
5.70205E+17,negative,Bad Flight,United,Evan_Flay,0,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,24/02/15 4:52
5.70201E+17,negative,Bad Flight,United,Evan_Flay,0,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,24/02/15 4:39
5.70189E+17,negative,Bad Flight,United,Evan_Flay,0,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,24/02/15 3:49
5.70115E+17,negative,Bad Flight,United,747_TJ,0,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,23/02/15 22:57
5.70063E+17,negative,Bad Flight,United,theBRYZness,0,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,23/02/15 19:31
5.70058E+17,negative,Bad Flight,United,davidchernin,0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,23/02/15 19:07
5.70052E+17,negative,Bad Flight,United,gguilber,0,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,23/02/15 18:45
5.70049E+17,negative,Bad Flight,United,theKos,0,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",23/02/15 18:35
5.70045E+17,negative,Bad Flight,United,Nikki62878,1,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",23/02/15 18:18
5.70023E+17,negative,Bad Flight,United,nbhdsheila,0,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,23/02/15 16:51
5.7002E+17,negative,Bad Flight,United,goodenufmother,0,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,23/02/15 16:38
5.70014E+17,negative,Bad Flight,United,brooklyn_dodger,0,@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,23/02/15 16:16
5.70005E+17,negative,Bad Flight,United,ganteisan,0,"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!",23/02/15 15:38
5.69992E+17,negative,Bad Flight,United,ishowman,0,@united Lovely new plane from LGA to ORD but no power outlets?,23/02/15 14:45
5.6998E+17,negative,Bad Flight,United,SamuelSitt,0,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,23/02/15 14:00
5.6996E+17,negative,Bad Flight,United,bdhowald,0,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",23/02/15 12:41
5.6995E+17,negative,Bad Flight,United,segallsays,0,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,23/02/15 12:02
5.69947E+17,negative,Bad Flight,United,8629Fissile,0,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",23/02/15 11:47
5.69936E+17,negative,Bad Flight,United,docmartin_10,0,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",23/02/15 11:05
5.69935E+17,negative,Bad Flight,United,vancouverbrit,0,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",23/02/15 11:01
5.69921E+17,negative,Bad Flight,United,JMS2802,0,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.,23/02/15 10:06
5.6992E+17,negative,Bad Flight,United,_mhertz,1,@united that's cool - now what?,23/02/15 10:03
5.69917E+17,negative,Bad Flight,United,DianeReischling,1,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING",23/02/15 9:51
5.69917E+17,negative,Bad Flight,United,mfsanders,0,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!",23/02/15 9:47
5.69899E+17,negative,Bad Flight,United,ganteisan,1,@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!,23/02/15 8:38
5.69886E+17,negative,Bad Flight,United,JohntheKiwi,0,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,23/02/15 7:47
5.69875E+17,negative,Bad Flight,United,_MikeDWarren_,0,"@united UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues",23/02/15 7:03
5.69873E+17,negative,Bad Flight,United,msu2050,0,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.,23/02/15 6:54
5.69864E+17,negative,Bad Flight,United,JohntheKiwi,0,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here.",23/02/15 6:20
5.69864E+17,negative,Bad Flight,United,JohntheKiwi,0,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck.",23/02/15 6:19
5.69855E+17,negative,Bad Flight,United,e_russell,0,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning,23/02/15 5:41
5.69835E+17,negative,Bad Flight,United,gtifreak04,0,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback",23/02/15 4:23
5.69827E+17,negative,Bad Flight,United,steven10093,0,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever,23/02/15 3:53
5.69825E+17,negative,Bad Flight,United,bmalones44,1,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process.",23/02/15 3:43
5.69777E+17,negative,Bad Flight,United,BrendanPFarrell,0,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 …",23/02/15 0:34
5.69739E+17,negative,Bad Flight,United,BeyondStatusQuo,0,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,22/02/15 22:02
5.69739E+17,negative,Bad Flight,United,Frqtflyer1,0,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx",22/02/15 22:01
5.69739E+17,negative,Bad Flight,United,BeyondStatusQuo,0,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u,22/02/15 22:01
5.69731E+17,negative,Bad Flight,United,Frqtflyer1,0,@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx,22/02/15 21:29
5.69722E+17,negative,Bad Flight,United,BrianMullane,0,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2,22/02/15 20:54
5.69717E+17,negative,Bad Flight,United,PopsCutrona,0,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?,22/02/15 20:33
5.69716E+17,negative,Bad Flight,United,chocolossus,1,"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN",22/02/15 20:31
5.69691E+17,negative,Bad Flight,United,segallsays,1,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,22/02/15 18:50
5.69684E+17,negative,Bad Flight,United,FernHeinig18,0,"@united, you just caused a riot on the airplane. Never seen anything like this",22/02/15 18:22
5.69677E+17,negative,Bad Flight,United,Mikey_Hayess,0,@united your seats are god awful.,22/02/15 17:55
5.69671E+17,negative,Bad Flight,United,cambalam,0,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?,22/02/15 17:33
5.69666E+17,negative,Bad Flight,United,Lollapoluga,1,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,22/02/15 17:12
5.69652E+17,negative,Bad Flight,United,FernHeinig18,0,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance,22/02/15 16:14
5.69644E+17,negative,Bad Flight,United,mamijeanna,0,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,22/02/15 15:45
5.69641E+17,negative,Bad Flight,United,BeyondStatusQuo,0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,22/02/15 15:34
5.69641E+17,negative,Bad Flight,United,Juliaweinerman,0,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071,22/02/15 15:33
5.69636E+17,negative,Bad Flight,United,djflacoflash,1,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!,22/02/15 15:11
5.69632E+17,negative,Bad Flight,United,LisaAkey,0,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,22/02/15 14:58
5.69631E+17,negative,Bad Flight,United,anuaimi,0,@united of course. But interesting how United doesn't seem to have a good sense on what's happening with flight,22/02/15 14:53
5.69629E+17,negative,Bad Flight,United,RichGoldstein,0,@united - Plane came in with broken seat.  Rather than fix it they put a broken sign on it and separated me from my kids.,22/02/15 14:45
5.69627E+17,negative,Bad Flight,United,RPun,0,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k",22/02/15 14:37
5.69625E+17,negative,Bad Flight,United,mathardin,0,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster,22/02/15 14:28
5.69617E+17,negative,Bad Flight,United,no_patients,0,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,22/02/15 13:57
5.69617E+17,negative,Bad Flight,United,emilyjoynoon,0,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,22/02/15 13:57
5.69617E+17,negative,Bad Flight,United,JoshuaPasch,0,"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",22/02/15 13:56
5.69613E+17,negative,Bad Flight,United,AG1181,0,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space.",22/02/15 13:41
5.69609E+17,negative,Bad Flight,United,timdrewitt,0,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.,22/02/15 13:25
5.69609E+17,negative,Bad Flight,United,no_patients,0,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited",22/02/15 13:24
5.69606E+17,negative,Bad Flight,United,AbbyTeigland,0,"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update.",22/02/15 13:13
5.69604E+17,negative,Bad Flight,United,krisrice,0,@United is offering to reroute my SFO flight to LAX. Might be geography class time.,22/02/15 13:04
5.69597E+17,negative,Bad Flight,United,ericaswerdlow,1,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.",22/02/15 12:36
5.6958E+17,negative,Bad Flight,United,hellmann_kyle2,0,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",22/02/15 11:31
5.69569E+17,negative,Bad Flight,United,saraholbrook,0,@united  what did you do with my seat. International connection. Seriously?,22/02/15 10:47
5.69551E+17,negative,Bad Flight,United,jrdurante,0,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",22/02/15 9:33
5.6955E+17,negative,Bad Flight,United,patrickbeiers,0,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,22/02/15 9:32
5.69517E+17,negative,Bad Flight,United,NosihtamInc,0,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada",22/02/15 7:20
5.69512E+17,negative,Bad Flight,United,pawenrick,0,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,22/02/15 7:01
5.69497E+17,negative,Bad Flight,United,fctry,0,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,22/02/15 6:00
5.69497E+17,negative,Bad Flight,United,ajbohman,0,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta,22/02/15 6:00
5.6949E+17,negative,Bad Flight,United,sap_geek,0,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,22/02/15 5:34
5.69482E+17,negative,Bad Flight,United,SagiRoi,0,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel,22/02/15 4:59
5.69454E+17,negative,Bad Flight,United,ahaeder,0,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,22/02/15 3:11
5.69428E+17,negative,Bad Flight,United,plazaroff,1,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,22/02/15 1:26
5.69417E+17,negative,Bad Flight,United,throthra,0,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,22/02/15 0:41
5.69411E+17,negative,Bad Flight,United,gregliefooghe,0,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,22/02/15 0:20
5.69396E+17,negative,Bad Flight,United,Ofbikesandbirds,0,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...,21/02/15 23:17
5.69386E+17,negative,Bad Flight,United,ChrisJValdez,0,"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?",21/02/15 22:38
5.69369E+17,negative,Bad Flight,United,tippykayak,0,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",21/02/15 21:33
5.69364E+17,negative,Bad Flight,United,jackiehoglund,0,@united just DM'd,21/02/15 21:11
5.69351E+17,negative,Bad Flight,United,kevinforgoogle,0,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm,21/02/15 20:20
5.69343E+17,negative,Bad Flight,United,tech_henrywong,0,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,21/02/15 19:49
5.69342E+17,negative,Bad Flight,United,ScottyNeuman,1,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united,21/02/15 19:45
5.6934E+17,negative,Bad Flight,United,MMMarketing2014,0,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat,21/02/15 19:37
5.69338E+17,negative,Bad Flight,United,jackiehoglund,0,@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?,21/02/15 19:28
5.69333E+17,negative,Bad Flight,United,IssenSvensson,0,@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.,21/02/15 19:08
5.69329E+17,negative,Bad Flight,United,tarlonious,0,@united I'd really like to get off of this plane now.,21/02/15 18:54
5.69329E+17,negative,Bad Flight,United,patrickbeiers,0,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.,21/02/15 18:52
5.69327E+17,negative,Bad Flight,United,patrick_maness,1,@united OMG!!! you just bumped me off the last flight. Can this get any worse.,21/02/15 18:44
5.69324E+17,negative,Bad Flight,United,hadAbadWeek,0,@united what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa,21/02/15 18:32
5.69319E+17,negative,Bad Flight,United,patrickbeiers,0,"@united EWR TO MCO made unplanned landing because of pressurization failure. Worst pain I've EVER felt, I thought I was going to pass out",21/02/15 18:13
5.6931E+17,negative,Bad Flight,United,damahoff,0,@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue,21/02/15 17:38
5.69309E+17,negative,Bad Flight,United,damahoff,0,"@united Additionally, my husband paid for tv service &amp; it stopped working about halfway through the flight.",21/02/15 17:32
5.69296E+17,negative,Bad Flight,United,flyinhoc1,1,@united how come a $27 shuttle bus from LGA to EWR has electrical power outlets but our new Airbus interiors do not? #whyjeff?,21/02/15 16:40
5.69294E+17,negative,Bad Flight,United,DJTouf,1,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.,21/02/15 16:33
5.69288E+17,negative,Bad Flight,United,ExplodingGreen,0,@united fire yr rep who refused to put me on a flight that I had a boarding pass and seat on. Full explanation and her name in complaint.,21/02/15 16:08
5.6928E+17,negative,Bad Flight,United,EYA10,1,@united Charging $6500 for biz flight to UK = somewhat egregious. Charging $3 on top for a Sam Adams draft at the United Club is usurious.,21/02/15 15:36
5.69259E+17,negative,Bad Flight,United,jcharvardapp,0,@united allowing passengers on my flight to block exit of plane,21/02/15 14:16
5.69256E+17,negative,Bad Flight,United,ABBaitCo,0,"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection",21/02/15 14:04
5.69256E+17,negative,Bad Flight,United,yajur,0,@united Why was I forced to check my rollaboard on UA 715? Plenty of room in the overhead next to my seat. http://t.co/5xvNnmLTiW,21/02/15 14:04
5.69253E+17,negative,Bad Flight,United,MeganStorey415,0,@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?,21/02/15 13:51
5.69253E+17,negative,Bad Flight,United,MeganStorey415,0,@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,21/02/15 13:50
5.69248E+17,negative,Bad Flight,United,ABBaitCo,0,@united how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail,21/02/15 13:31
5.69244E+17,negative,Bad Flight,United,MeganStorey415,0,"@united ruined my day &amp; start trip SFO to GIG. both legs changed, lost my paid upgrade &amp; 200 1st class seat &amp; moved me from Econ + to Econ",21/02/15 13:16
5.69242E+17,negative,Bad Flight,United,LisaKothari,0,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,21/02/15 13:06
5.69239E+17,negative,Bad Flight,United,JoeSchmuck,0,@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.,21/02/15 12:56
5.69233E+17,negative,Bad Flight,United,polkj71,0,@united hello I am flying first class and am behind 20 people on zone 1!!!!!  Pls pass on to app dept - you should board 1st class first,21/02/15 12:29
5.69229E+17,negative,Bad Flight,United,jaycalavas,0,"@united troubling news, time to raise the bar on legroom! http://t.co/nmbHNGnMkI",21/02/15 12:14
5.69204E+17,negative,Bad Flight,United,KristenRuybal,1,@united let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened http://t.co/e0C9bI09cf,21/02/15 10:37
5.69203E+17,negative,Bad Flight,United,Waveruprecht24,0,"@united great decision making skills flight ops IAH bag makes a 10 minute connection and I don't, flight pushed early. Disappointed!!!!",21/02/15 10:31
5.69189E+17,negative,Bad Flight,United,paul_e_jones,1,@United had a maintenance issue. Stuck in Geneva with meal voucher that won't even cover a pLate Flight of spaghetti. Really.,21/02/15 9:35
5.69186E+17,negative,Bad Flight,United,iamlaurencard,1,.@united too much info to share via tweet. Please send me your name and contact info. Happy to supply you with images and CS rep names.,21/02/15 9:23
5.69172E+17,negative,Bad Flight,United,jrdnly,0,"@united on SFO-&gt;AUS UA343 2/17, IS9JX1; my seat appears to have had a mite problem. Dr recently confirmed over 50 bug bites were mites",21/02/15 8:30
5.6917E+17,negative,Bad Flight,United,startupofme,0,"@united really needs to start upgrading their planes. No TVs &amp; then the ""inflight wifi"" is currently unavailable #UnitedAirlines",21/02/15 8:20
5.69162E+17,negative,Bad Flight,United,NadeemdeVree,0,@united you get a 2nd chance today as I fly to A'dam. Let's see if you can redeem yourself after that last horrendous trip to the states.,21/02/15 7:48
5.69155E+17,negative,Bad Flight,United,tony____k,0,"@united diverged to Burlington, Vermont. This sucks.",21/02/15 7:21
5.69085E+17,negative,Bad Flight,United,tcfitz3,0,@united  No first class passenger should have to pay for inflight wifi.,21/02/15 2:45
5.69057E+17,negative,Bad Flight,United,StevieT_89,0,@united on a flight to New York! Love the quality planes on United!! #WTF #crappy #aviation #NewYork http://t.co/zv6CfPoHl5,21/02/15 0:50
5.68966E+17,negative,Bad Flight,United,Csqd,0,"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",20/02/15 18:50
5.68963E+17,negative,Bad Flight,United,The_CW,0,"@united my flight landed 50 min, but we are being told to stay on the plane, haven't pulled up to the gate &amp; have little to no information.",20/02/15 18:39
5.68961E+17,negative,Bad Flight,United,LinaSalazar,0,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,20/02/15 18:30
5.68944E+17,negative,Bad Flight,United,xVanDanx,0,@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.,20/02/15 17:23
5.68935E+17,negative,Bad Flight,United,hoozsah,0,"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",20/02/15 16:49
5.68935E+17,negative,Bad Flight,United,JoeSchmuck,2,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",20/02/15 16:45
5.68926E+17,negative,Bad Flight,United,StephanieWeyant,0,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,20/02/15 16:10
5.6892E+17,negative,Bad Flight,United,BurkeCherrie,0,"@united cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad http://t.co/xhlc30MTfF",20/02/15 15:49
5.68917E+17,negative,Bad Flight,United,jayw329,0,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,20/02/15 15:36
5.68914E+17,negative,Bad Flight,United,AtulKC,0,@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.,20/02/15 15:22
5.689E+17,negative,Bad Flight,United,caseymugar,0,"@united add wifi, entertainment and the old seats and i’ll come back.",20/02/15 14:28
5.68899E+17,negative,Bad Flight,United,wisemana,0,@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!,20/02/15 14:25
5.68891E+17,negative,Bad Flight,United,Paul_Faust,1,@united Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks,20/02/15 13:52
5.68882E+17,negative,Bad Flight,United,justindoll,1,"@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.",20/02/15 13:17
5.68881E+17,negative,Bad Flight,United,d_goodspeed,0,@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,20/02/15 13:14
5.68855E+17,negative,Bad Flight,United,Paul_Faust,1,@united Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline.,20/02/15 11:31
5.68854E+17,negative,Bad Flight,United,MikeJJT,1,@united worst flight experience I've ever had. Will never ever fly your airline again.,20/02/15 11:26
5.68848E+17,negative,Bad Flight,United,PamelaBacorn,1,"@united Flight is awful only one lavatory functioning, and people lining up, bumping, etc. because can't use 1st class bathroom. Ridiculous",20/02/15 11:02
5.68832E+17,negative,Bad Flight,United,Mortars254,1,@united the new seats on the Canadaair regional jets just plain suck.,20/02/15 9:57
